#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965289.1_RagTag:81543-82196   -            218 13567at314147        -            641     0.036    8.9   1.8   1   2   0.00027     0.055    8.3   0.3   143   170    77   102    61   110 0.84 -
NW_025965289.1_RagTag:81543-82196   -            218 13567at314147        -            641     0.036    8.9   1.8   2   2      0.25        51   -1.6   0.1   129   170   119   158   108   163 0.78 -
NW_025965279.1_RagTag:80294-79764   -            177 13567at314147        -            641      0.04    8.7  10.4   1   3    0.0013      0.27    6.0   1.0   139   171     6    36     2    69 0.77 -
NW_025965279.1_RagTag:80294-79764   -            177 13567at314147        -            641      0.04    8.7  10.4   2   3     0.002      0.41    5.4   0.8   138   171   111   142   103   150 0.84 -
NW_025965279.1_RagTag:80294-79764   -            177 13567at314147        -            641      0.04    8.7  10.4   3   3     0.035         7    1.3   0.2   139   170   140   169   138   174 0.80 -
NW_025965250.1_RagTag:151698-54140  -            212 13567at314147        -            641     0.081    7.7  12.4   1   4    0.0023      0.47    5.2   0.1   146   187    19    57    13    63 0.76 -
NW_025965250.1_RagTag:151698-54140  -            212 13567at314147        -            641     0.081    7.7  12.4   2   4    0.0011      0.22    6.3   0.2   137   171    67    99    58   109 0.81 -
NW_025965250.1_RagTag:151698-54140  -            212 13567at314147        -            641     0.081    7.7  12.4   3   4      0.35        70   -2.0   0.1   145   165   158   178   137   184 0.77 -
NW_025965250.1_RagTag:151698-54140  -            212 13567at314147        -            641     0.081    7.7  12.4   4   4    0.0078       1.6    3.5   0.2   145   170   186   210   173   212 0.81 -
NW_025965279.1_RagTag:157181-156552 -            210 13567at314147        -            641      0.21    6.3  27.0   1   5    0.0021      0.42    5.3   0.3   139   172    12    43     6    49 0.81 -
NW_025965279.1_RagTag:157181-156552 -            210 13567at314147        -            641      0.21    6.3  27.0   2   5    0.0012      0.25    6.1   0.1   140   170    41    69    38    72 0.80 -
NW_025965279.1_RagTag:157181-156552 -            210 13567at314147        -            641      0.21    6.3  27.0   3   5    0.0041      0.83    4.4   1.8   143   171    72    98    66   106 0.82 -
NW_025965279.1_RagTag:157181-156552 -            210 13567at314147        -            641      0.21    6.3  27.0   4   5     0.059        12    0.5   2.3   124   163   108   147   102   161 0.65 -
NW_025965279.1_RagTag:157181-156552 -            210 13567at314147        -            641      0.21    6.3  27.0   5   5   0.00078      0.16    6.7   1.1   137   165   178   205   171   209 0.84 -
NW_025965028.1_RagTag:357538-358857 -            372 13567at314147        -            641         1    4.0  12.3   1   4      0.24        49   -1.5   0.7   143   165   261   283   252   307 0.78 -
NW_025965028.1_RagTag:357538-358857 -            372 13567at314147        -            641         1    4.0  12.3   2   4     0.054        11    0.7   0.3   144   170   290   315   277   332 0.78 -
NW_025965028.1_RagTag:357538-358857 -            372 13567at314147        -            641         1    4.0  12.3   3   4     0.021       4.3    2.0   0.1   135   168   310   341   304   346 0.78 -
NW_025965028.1_RagTag:357538-358857 -            372 13567at314147        -            641         1    4.0  12.3   4   4   0.00097       0.2    6.4   3.3   145   170   347   371   341   372 0.87 -
contig_78026_pilon:1141-2283        -            381 13567at314147        -            641       5.1    1.8  17.7   1   5      0.47        95   -2.4   0.0   147   167     1    21     1    27 0.85 -
contig_78026_pilon:1141-2283        -            381 13567at314147        -            641       5.1    1.8  17.7   2   5      0.19        38   -1.1   0.3   145   167    30    52    13    57 0.77 -
contig_78026_pilon:1141-2283        -            381 13567at314147        -            641       5.1    1.8  17.7   3   5   0.00027     0.055    8.3   0.2   138   171    52    85    40    96 0.80 -
contig_78026_pilon:1141-2283        -            381 13567at314147        -            641       5.1    1.8  17.7   4   5      0.02       4.1    2.1   0.4   143   170   176   202   160   211 0.86 -
contig_78026_pilon:1141-2283        -            381 13567at314147        -            641       5.1    1.8  17.7   5   5     0.023       4.7    1.9   0.6   144   170   272   297   266   305 0.90 -
NW_025965341.1_RagTag:115056-115571 -            172 13567at314147        -            641       7.5    1.2  11.5   1   4      0.16        32   -0.9   0.0   143   168     8    31     2    36 0.76 -
NW_025965341.1_RagTag:115056-115571 -            172 13567at314147        -            641       7.5    1.2  11.5   2   4     0.016       3.3    2.4   2.8   145   177    37    69    12    97 0.68 -
NW_025965341.1_RagTag:115056-115571 -            172 13567at314147        -            641       7.5    1.2  11.5   3   4      0.09        18   -0.1   0.2   140   170    88   117    60   120 0.78 -
NW_025965341.1_RagTag:115056-115571 -            172 13567at314147        -            641       7.5    1.2  11.5   4   4     0.007       1.4    3.6   0.3   145   166   121   142   113   153 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/13567at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/initial_run_results/13567at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/13567at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:02:15 2023
# [ok]
