#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965192.1_RagTag:40013-38441 -            261 28822at314147        -            253   6.9e-41  136.4   0.1   1   2   5.6e-39   7.9e-37  123.1   0.0    20   221     3   208     1   216 0.90 -
NW_025965192.1_RagTag:40013-38441 -            261 28822at314147        -            253   6.9e-41  136.4   0.1   2   2   5.5e-05    0.0078   11.7   0.0   221   249   229   261   219   261 0.81 -
contig_24890_pilon:2293-1574      -            179 28822at314147        -            253   7.3e-38  126.4   0.1   1   1   5.6e-40   7.9e-38  126.3   0.1    21   190     4   176     1   179 0.92 -
NW_025965192.1_RagTag:419-40617   -            200 28822at314147        -            253     6e-32  107.1   0.6   1   2   9.9e-09   1.4e-06   24.0   0.0    21    75     4    61     1    62 0.90 -
NW_025965192.1_RagTag:419-40617   -            200 28822at314147        -            253     6e-32  107.1   0.6   2   2   4.5e-26   6.4e-24   80.8   0.9    96   249    57   200    56   200 0.84 -
NW_025965192.1_RagTag:40013-39225 -            177 28822at314147        -            253   1.4e-29   99.3   0.0   1   1   1.1e-31   1.5e-29   99.2   0.0    20   190     3   174     1   177 0.90 -
NW_025965171.1_RagTag:31367-30212 -            204 28822at314147        -            253   9.7e-23   76.9   0.0   1   2   5.3e-24   7.5e-22   74.0   0.0   102   222    48   171    38   182 0.90 -
NW_025965171.1_RagTag:31367-30212 -            204 28822at314147        -            253   9.7e-23   76.9   0.0   2   2       0.1        14    1.0   0.0   220   234   190   204   171   204 0.83 -
contig_42050_pilon:1305-2030      -            176 28822at314147        -            253   1.6e-22   76.2   0.1   1   1   5.3e-24   7.4e-22   74.0   0.1    20   190     3   174     1   176 0.82 -
NW_025965277.1_RagTag:15429-15728 -            100 28822at314147        -            253   1.3e-06   24.1   0.0   1   2    0.0023      0.33    6.4   0.0   197   222     3    31     1    51 0.76 -
NW_025965277.1_RagTag:15429-15728 -            100 28822at314147        -            253   1.3e-06   24.1   0.0   2   2   1.8e-06   0.00026   16.5   0.0   220   253    50    87    42    87 0.81 -
contig_46995_pilon:1555-1301      -             85 28822at314147        -            253   2.2e-05   20.1   0.1   1   2     0.061       8.6    1.7   0.0   208   221     2    15     1    36 0.88 -
contig_46995_pilon:1555-1301      -             85 28822at314147        -            253   2.2e-05   20.1   0.1   2   2   1.3e-06   0.00018   17.0   0.0   220   253    35    72    27    72 0.81 -
NW_025965054.1_RagTag:42555-42307 -             83 28822at314147        -            253   8.4e-05   18.1   0.1   1   2     0.072        10    1.5   0.0   209   221     1    13     1    24 0.92 -
NW_025965054.1_RagTag:42555-42307 -             83 28822at314147        -            253   8.4e-05   18.1   0.1   2   2   5.3e-06   0.00074   15.0   0.0   221   253    34    70    25    70 0.80 -
contig_60542_pilon:1677-113       -            490 28822at314147        -            253    0.0064   12.0   0.0   1   1   8.2e-05     0.012   11.1   0.0   152   213   309   369   272   378 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28822at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/initial_run_results/28822at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28822at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:02:27 2023
# [ok]
