#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965108.1_RagTag:146371-147354   -            328 25748at314147        -            292   1.5e-06   24.6   4.7   1   1   3.8e-08   2.8e-06   23.7   4.7    22   235    78   325    56   327 0.63 -
contig_59306_pilon:1448-2247          -            258 25748at314147        -            292   3.1e-06   23.6   1.4   1   1   7.9e-08   5.9e-06   22.7   1.4     6   110    14   126    11   132 0.62 -
NW_025965319.1_RagTag:190216-191286   -            357 25748at314147        -            292   3.6e-06   23.4  17.4   1   1   1.3e-07   9.4e-06   22.0  17.3     5   199    48   265    43   326 0.69 -
NW_025965305.1_RagTag:1667672-1666791 -            294 25748at314147        -            292   1.1e-05   21.8   0.9   1   2   1.5e-07   1.1e-05   21.8   0.9    63   111   110   158    96   164 0.88 -
NW_025965305.1_RagTag:1667672-1666791 -            294 25748at314147        -            292   1.1e-05   21.8   0.9   2   2         1        78   -0.7   0.5   144   178   218   251   190   275 0.50 -
NW_025965352.1_RagTag:41208-40264     -            315 25748at314147        -            292   4.6e-05   19.7  10.1   1   1   2.7e-06    0.0002   17.6   9.9    52   134   109   197    50   313 0.61 -
NW_025965305.1_RagTag:1702982-1703461 -            160 25748at314147        -            292   5.8e-05   19.4   0.7   1   2      0.66        49   -0.1   0.8   164   204    10    51     4    78 0.60 -
NW_025965305.1_RagTag:1702982-1703461 -            160 25748at314147        -            292   5.8e-05   19.4   0.7   2   2   7.7e-07   5.8e-05   19.4   0.7    65   111   108   154    76   158 0.82 -
NW_025965322.1_RagTag:1962882-1961488 -            283 25748at314147        -            292   0.00012   18.3   5.8   1   2    0.0019      0.14    8.3   1.3    14    88    72   153    60   168 0.69 -
NW_025965322.1_RagTag:1962882-1961488 -            283 25748at314147        -            292   0.00012   18.3   5.8   2   2   0.00011    0.0082   12.3   0.3   175   247   195   277   157   281 0.67 -
NW_025965230.1_RagTag:349910-348756   -            385 25748at314147        -            292   0.00022   17.5   0.4   1   1   7.1e-06   0.00053   16.3   0.4    60   112   121   173    60   187 0.80 -
NW_025965209.1_RagTag:637992-638492   -            167 25748at314147        -            292   0.00031   17.0  11.3   1   1   5.4e-06    0.0004   16.6  11.3   127   249    30   160    16   165 0.78 -
NW_025965352.1_RagTag:14173-14790     -            206 25748at314147        -            292   0.00042   16.6   4.8   1   1   5.6e-06   0.00042   16.6   4.8    31   114    78   159    51   198 0.76 -
contig_70120_pilon:672-1550           -            293 25748at314147        -            292   0.00088   15.5   3.9   1   1     2e-05    0.0015   14.8   3.6     5   111    33   147    29   257 0.83 -
NW_025965315.1_RagTag:2548799-2549539 -            186 25748at314147        -            292   0.00093   15.4   4.2   1   2   1.8e-05    0.0013   14.9   3.3    63   112    43    92    35   144 0.85 -
NW_025965315.1_RagTag:2548799-2549539 -            186 25748at314147        -            292   0.00093   15.4   4.2   2   2       1.6   1.2e+02   -1.3   0.1   210   225   143   158    99   179 0.57 -
NW_025965421.1_RagTag:181828-182494   -            201 25748at314147        -            292    0.0032   13.7   4.2   1   2   0.00024     0.018   11.2   0.1    40    97     6    61     1    83 0.75 -
NW_025965421.1_RagTag:181828-182494   -            201 25748at314147        -            292    0.0032   13.7   4.2   2   2     0.069       5.1    3.2   1.5   194   235   154   198   124   200 0.60 -
NW_025965054.1_RagTag:13790-14404     -            191 25748at314147        -            292    0.0038   13.4   4.5   1   1   0.00011    0.0081   12.4   4.5    70   117    13    61     3   149 0.59 -
NW_025965426.1_RagTag:28179-27304     -            292 25748at314147        -            292    0.0055   12.9  17.0   1   1   0.00051     0.038   10.2  15.5    56   114    94   151    34   291 0.75 -
NW_025965426.1_RagTag:16726-111995    -            212 25748at314147        -            292    0.0058   12.8  11.0   1   1   0.00018     0.013   11.7  11.0    70   235    20   204    14   209 0.64 -
NW_025965148.1_RagTag:252022-250949   -            288 25748at314147        -            292     0.024   10.8  13.5   1   1   0.00024     0.018   11.2  12.4     9   146    68   215    58   288 0.61 -
contig_25261_pilon:2046-1063          -            328 25748at314147        -            292     0.025   10.8  14.9   1   1     0.014         1    5.5  14.2    47   235    94   310    43   320 0.62 -
NW_025965258.1_RagTag:3877-4797       -            307 25748at314147        -            292       0.3    7.2  13.4   1   2    0.0003     0.022   10.9   5.9    69   110   116   157    43   189 0.85 -
NW_025965258.1_RagTag:3877-4797       -            307 25748at314147        -            292       0.3    7.2  13.4   2   2      0.55        41    0.2   0.6   127   182   196   250   176   264 0.63 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/25748at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/initial_run_results/25748at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/25748at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:02:27 2023
# [ok]
