#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965072.1_RagTag:25954-27118     -            263 5552at314147         -            904     1e-42  142.3   0.3   1   1   1.7e-44   1.3e-42  141.9   0.3   411   645    28   259    19   262 0.92 -
NW_025965247.1_RagTag:34123-35972     -            189 5552at314147         -            904   6.4e-39  129.8   0.0   1   1   8.6e-41   6.8e-39  129.7   0.0   481   641    24   184     1   188 0.91 -
NW_025965412.1_RagTag:88240-85405     -            307 5552at314147         -            904   1.1e-34  115.8   1.7   1   1   3.9e-36   3.1e-34  114.3   1.7   667   852   102   274    91   281 0.88 -
NW_025965321.1_RagTag:3058978-3061983 -            184 5552at314147         -            904   7.4e-31  103.1   9.8   1   2   9.2e-21   7.2e-19   63.4   0.9   426   537     2   114     1   123 0.86 -
NW_025965321.1_RagTag:3058978-3061983 -            184 5552at314147         -            904   7.4e-31  103.1   9.8   2   2   4.8e-15   3.8e-13   44.5   2.4   851   902   129   179   125   181 0.89 -
NW_025965367.1_RagTag:122918-120574   -            360 5552at314147         -            904   8.8e-28   92.9   0.0   1   1   1.6e-29   1.2e-27   92.4   0.0   412   583   172   360   144   360 0.84 -
contig_68092_pilon:1309-2010          -            234 5552at314147         -            904   2.2e-24   81.7   0.0   1   1   3.6e-26   2.9e-24   81.3   0.0   440   901    19   231    10   234 0.50 -
NW_025965159.1_RagTag:351914-354414   -            294 5552at314147         -            904   5.6e-24   80.3   0.1   1   1   2.3e-25   1.8e-23   78.6   0.1   160   644    59   291    31   294 0.47 -
NW_025965297.1_RagTag:1243644-1245672 -            184 5552at314147         -            904   3.3e-18   61.2   0.0   1   1   5.2e-20   4.1e-18   60.9   0.0   662   825     3   179     1   182 0.79 -
NW_025965183.1_RagTag:74867-72930     -            208 5552at314147         -            904   6.2e-17   57.0   0.3   1   1     6e-18   4.7e-16   54.1   0.3   424   524    40   142    26   198 0.90 -
NW_025965103.1_RagTag:941804-943925   -            135 5552at314147         -            904   5.1e-16   54.0   0.0   1   1   7.6e-18     6e-16   53.7   0.0   719   850     3   134     2   135 0.75 -
NW_025965036.1_RagTag:4350-3092       -            139 5552at314147         -            904     2e-14   48.7   0.0   1   1     3e-16   2.4e-14   48.4   0.0   769   902    10   138     5   139 0.91 -
contig_11998_pilon:1289-89            -            250 5552at314147         -            904   1.9e-13   45.5   0.0   1   2   5.7e-08   4.5e-06   21.1   0.0   175   267     2    97     1   119 0.63 -
contig_11998_pilon:1289-89            -            250 5552at314147         -            904   1.9e-13   45.5   0.0   2   2     2e-08   1.6e-06   22.6   0.1   764   843   161   242   151   246 0.56 -
contig_67237_pilon:1400-213           -            180 5552at314147         -            904   6.1e-12   40.5   0.0   1   1   9.7e-14   7.6e-12   40.2   0.0   698   843    28   172    17   177 0.85 -
NW_025965072.1_RagTag:26903-27112     -             70 5552at314147         -            904     2e-10   35.4   0.3   1   1   2.7e-12   2.1e-10   35.4   0.3   590   644    17    67     4    70 0.82 -
NW_025965163.1_RagTag:42502-46770     -            592 5552at314147         -            904   5.6e-07   24.1   1.5   1   3   9.2e-09   7.2e-07   23.7   0.1   423   473   212   262   180   279 0.78 -
NW_025965163.1_RagTag:42502-46770     -            592 5552at314147         -            904   5.6e-07   24.1   1.5   2   3       1.2        94   -3.2   0.0   761   787   334   358   329   384 0.66 -
NW_025965163.1_RagTag:42502-46770     -            592 5552at314147         -            904   5.6e-07   24.1   1.5   3   3       1.6   1.3e+02   -3.6   0.0   326   356   430   459   426   473 0.61 -
NW_025965302.1_RagTag:531120-531287   -             56 5552at314147         -            904      0.04    8.0  11.6   1   2      0.25        20   -0.9   0.3   151   162     7    18     2    21 0.77 -
NW_025965302.1_RagTag:531120-531287   -             56 5552at314147         -            904      0.04    8.0  11.6   2   2   0.00015     0.012    9.8   8.8   128   162    19    55    14    56 0.83 -
NW_025965259.1_RagTag:104497-103485   -            229 5552at314147         -            904      0.52    4.3  19.1   1   2    0.0015      0.12    6.4   6.0   125   163    76   116    68   124 0.82 -
