#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965192.1_RagTag:37782-36215 -            261 26128at314147        -            259   1.1e-49  165.1   0.2   1   1   8.8e-52   1.2e-49  165.0   0.2     2   251     2   261     1   261 0.88 -
NW_025965192.1_RagTag:323-42809   -            238 26128at314147        -            259   5.2e-43  143.3   0.3   1   1   4.3e-45   6.1e-43  143.0   0.3    24   216     7   211     2   238 0.85 -
NW_025965192.1_RagTag:792-38312   -            171 26128at314147        -            259   4.4e-39  130.4   0.2   1   1     6e-41   8.5e-39  129.4   0.2    77   232     2   161     1   169 0.85 -
contig_60519_pilon:1109-2219      -            175 26128at314147        -            259   4.3e-38  127.1   0.0   1   1   3.3e-40   4.7e-38  127.0   0.0    76   251     2   175     1   175 0.94 -
contig_24890_pilon:2291-1574      -            179 26128at314147        -            259   9.8e-37  122.7   0.1   1   1   8.1e-39   1.1e-36  122.5   0.1     2   167     2   179     1   179 0.85 -
NW_025965054.1_RagTag:42540-40920 -            176 26128at314147        -            259   8.6e-31  103.2   0.1   1   1   6.8e-33   9.6e-31  103.1   0.1    76   251     2   176     1   176 0.92 -
NW_025965171.1_RagTag:26868-25713 -            204 26128at314147        -            259   3.5e-29   97.9   0.1   1   1   2.8e-31   3.9e-29   97.8   0.1    70   232    42   204    21   204 0.93 -
contig_46995_pilon:1525-1271      -             85 26128at314147        -            259   1.1e-14   50.4   0.0   1   1   8.8e-17   1.2e-14   50.2   0.0   185   251     2    68     1    74 0.96 -
NW_025965163.1_RagTag:98191-97961 -             77 26128at314147        -            259   6.5e-14   47.9   0.0   1   1   5.1e-16   7.2e-14   47.7   0.0   186   252     2    68     1    73 0.96 -
contig_7776_pilon:1857-2198       -            114 26128at314147        -            259   0.00014   17.3   0.0   1   1   9.8e-07   0.00014   17.3   0.0   181   215    30    64     2   108 0.66 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/26128at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/initial_run_results/26128at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/26128at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:05:45 2023
# [ok]
