#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_66008_pilon:1779-2636          -            286 21875at314147        -            366   9.9e-42  139.3   0.0   1   1   1.6e-43   1.2e-41  139.0   0.0    72   306     6   245     1   253 0.88 -
NW_025965499.1_RagTag:3791-2706       -            362 21875at314147        -            366     3e-39  131.1   0.0   1   1   5.7e-41   4.2e-39  130.6   0.0    45   298    10   268     6   284 0.89 -
NW_025965099.1_RagTag:14363-15274     -            304 21875at314147        -            366   3.7e-38  127.5   0.0   1   1   6.7e-40     5e-38  127.1   0.0    57   297    33   277    21   292 0.88 -
contig_37224_pilon:1693-2424          -            244 21875at314147        -            366   2.2e-32  108.5   0.0   1   1   3.7e-34   2.8e-32  108.2   0.0    53   255     1   198     1   213 0.91 -
contig_34309_pilon:592-2              -            197 21875at314147        -            366   3.5e-31  104.6   0.0   1   1   5.3e-33   3.9e-31  104.4   0.0    52   245     9   197     3   197 0.93 -
NW_025965233.1_RagTag:114859-113462   -            466 21875at314147        -            366   5.8e-31  103.9   0.0   1   1     1e-32   7.7e-31  103.4   0.0    53   271     9   221     2   262 0.91 -
NW_025965072.1_RagTag:97023-94742     -            255 21875at314147        -            366   7.5e-22   73.9   0.7   1   2   1.6e-20   1.2e-18   63.3   0.3   105   252    22   166     7   172 0.80 -
NW_025965072.1_RagTag:97023-94742     -            255 21875at314147        -            366   7.5e-22   73.9   0.7   2   2    0.0032      0.24    6.4   0.0   276   298   218   240   206   246 0.88 -
contig_34501_pilon:2271-1564          -            236 21875at314147        -            366   1.3e-21   73.1   0.0   1   1     2e-23   1.5e-21   72.9   0.0   124   298     1   180     1   199 0.89 -
contig_31429_pilon:462-998            -            179 21875at314147        -            366   5.5e-18   61.2   0.0   1   1   8.6e-20   6.4e-18   60.9   0.0   126   266     1   137     1   179 0.81 -
NW_025965279.1_RagTag:78582-79082     -            167 21875at314147        -            366   2.2e-15   52.6   0.0   1   2   3.4e-16   2.5e-14   49.1   0.0   154   242    10    93     4   111 0.89 -
NW_025965279.1_RagTag:78582-79082     -            167 21875at314147        -            366   2.2e-15   52.6   0.0   2   2     0.098       7.3    1.5   0.0   276   297   140   161   132   165 0.89 -
NW_025965218.1_RagTag:1578470-1576498 -            278 21875at314147        -            366   5.8e-14   47.9   0.0   1   1   1.5e-15   1.1e-13   47.0   0.0   206   270   104   169    79   176 0.86 -
NW_025965240.1_RagTag:95899-92013     -            305 21875at314147        -            366   4.5e-11   38.4   0.8   1   1   8.2e-13   6.1e-11   38.0   0.8    93   175   223   305   220   305 0.93 -
NW_025965548.1_RagTag:8433-1774       -            515 21875at314147        -            366     6e-10   34.7   0.0   1   1   2.2e-11   1.6e-09   33.3   0.0    97   245   281   443   274   467 0.74 -
NW_025965313.1_RagTag:82152-83454     -            215 21875at314147        -            366   1.3e-08   30.3   0.0   1   1     2e-10   1.5e-08   30.1   0.0    59   204    49   189    26   210 0.74 -
NW_025965309.1_RagTag:3330510-3327790 -            323 21875at314147        -            366   2.1e-08   29.6   0.0   1   1     1e-09   7.6e-08   27.8   0.0    59   244   103   310    72   320 0.70 -
contig_18707_pilon:1317-1844          -            176 21875at314147        -            366   3.6e-08   28.9   0.0   1   1   5.6e-10   4.2e-08   28.6   0.0   159   256    15   108     2   143 0.86 -
NW_025965401.1_RagTag:63455-65494     -            216 21875at314147        -            366   7.5e-07   24.5   0.0   1   1   1.5e-08   1.1e-06   24.0   0.0   153   270    23   146     8   164 0.75 -
NW_025965352.1_RagTag:102445-104127   -            319 21875at314147        -            366    0.0007   14.7   0.0   1   1   1.2e-05   0.00087   14.4   0.0   214   255   218   262   117   272 0.78 -
NW_025965039.1_RagTag:226766-224869   -            386 21875at314147        -            366    0.0018   13.4   0.0   1   2    0.0001    0.0077   11.3   0.0   166   198    59    90    19    97 0.85 -
NW_025965039.1_RagTag:226766-224869   -            386 21875at314147        -            366    0.0018   13.4   0.0   2   2      0.43        32   -0.6   0.0   276   301   300   325   294   361 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/21875at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/initial_run_results/21875at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/21875at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:05:47 2023
# [ok]
