#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965324.1_RagTag:3058697-3059438 -            122 32655at314147        -            284   2.4e-28   96.0   1.4   1   1   1.8e-30   3.2e-28   95.6   1.4   208   272    30    95    20    99 0.90 -
NW_025965275.1_RagTag:451509-451318   -             64 32655at314147        -            284   7.5e-25   84.6   7.2   1   1   4.8e-27   8.6e-25   84.4   7.2   212   270     6    64     2    64 0.94 -
NW_025965324.1_RagTag:3071511-3072352 -            184 32655at314147        -            284     3e-23   79.3   0.0   1   1   2.3e-25   4.1e-23   78.9   0.0   170   272    51   147    19   154 0.76 -
NW_025965309.1_RagTag:3395110-3394499 -            204 32655at314147        -            284   2.6e-15   53.2   0.0   1   2   1.5e-17   2.6e-15   53.2   0.0   169   267    19   127     4   134 0.69 -
NW_025965309.1_RagTag:3395110-3394499 -            204 32655at314147        -            284   2.6e-15   53.2   0.0   2   2         8   1.4e+03   -6.7   4.7   128   137   171   177   155   186 0.52 -
NW_025965177.1_RagTag:240911-240603   -            103 32655at314147        -            284   5.9e-12   42.2   1.0   1   1   4.4e-14   7.7e-12   41.9   1.0   211   264    50   103    42   103 0.94 -
NW_025965284.1_RagTag:358647-360583   -            161 32655at314147        -            284   2.6e-11   40.1   0.3   1   1   1.7e-13   3.1e-11   39.9   0.3   172   262    71   161    42   161 0.88 -
NW_025965266.1_RagTag:217801-219069   -            166 32655at314147        -            284   1.6e-10   37.5   1.6   1   2       0.5        88   -1.0   0.0    10    38    27    56    23    98 0.60 -
NW_025965266.1_RagTag:217801-219069   -            166 32655at314147        -            284   1.6e-10   37.5   1.6   2   2     9e-13   1.6e-10   37.5   1.6   211   250   126   165   104   166 0.93 -
NW_025965028.1_RagTag:501806-500165   -            268 32655at314147        -            284     0.013   11.6   1.6   1   2    0.0001     0.018   11.1   0.0   207   265    27    89     6    99 0.75 -
NW_025965028.1_RagTag:501806-500165   -            268 32655at314147        -            284     0.013   11.6   1.6   2   2      0.93   1.6e+02   -1.9   0.6   115   134   215   237   182   247 0.55 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/32655at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/hmmer_output/initial_run_results/32655at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/32655at314147.hmm /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:17:04 2023
# [ok]
