#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965341.1_RagTag:10227-11063   -            279 34897at314147        -            212   1.1e-08   31.1  26.9   1   4   5.8e-06    0.0012   14.7   2.4    69   116     3    49     1    57 0.89 -
NW_025965341.1_RagTag:10227-11063   -            279 34897at314147        -            212   1.1e-08   31.1  26.9   2   4   0.00038     0.076    8.8   4.8    34   117    60   134    51   153 0.75 -
NW_025965341.1_RagTag:10227-11063   -            279 34897at314147        -            212   1.1e-08   31.1  26.9   3   4     1e-05    0.0021   13.9   0.3    70   117   173   219   160   226 0.88 -
NW_025965341.1_RagTag:10227-11063   -            279 34897at314147        -            212   1.1e-08   31.1  26.9   4   4     0.001      0.21    7.4   0.3    69   114   228   272   221   277 0.85 -
NW_025965281.1_RagTag:529347-527455 -            631 34897at314147        -            212   3.7e-06   22.9   0.5   1   3   1.9e-08   3.7e-06   22.9   0.5    63   133   341   410   279   430 0.89 -
NW_025965281.1_RagTag:529347-527455 -            631 34897at314147        -            212   3.7e-06   22.9   0.5   2   3      0.21        43   -0.2   1.2    66   104   460   497   451   512 0.73 -
NW_025965281.1_RagTag:529347-527455 -            631 34897at314147        -            212   3.7e-06   22.9   0.5   3   3      0.73   1.5e+02   -1.9   2.3    80   114   501   535   490   550 0.71 -
NW_025965299.1_RagTag:2340-1810     -            177 34897at314147        -            212   5.7e-05   19.0  19.4   1   3   9.7e-06     0.002   14.0   6.7    31   115    15    92     1    99 0.74 -
NW_025965299.1_RagTag:2340-1810     -            177 34897at314147        -            212   5.7e-05   19.0  19.4   2   3   0.00016     0.032   10.0   2.2    70   116   102   147    98   155 0.84 -
NW_025965299.1_RagTag:2340-1810     -            177 34897at314147        -            212   5.7e-05   19.0  19.4   3   3      0.17        35    0.1   0.2    92   113   151   172   142   176 0.69 -
contig_81532_pilon:2155-1715        -            147 34897at314147        -            212    0.0056   12.5  19.2   1   3      0.01       2.1    4.1   1.6    60   100     4    42     2    48 0.88 -
contig_81532_pilon:2155-1715        -            147 34897at314147        -            212    0.0056   12.5  19.2   2   3   0.00017     0.035    9.9   5.4    62   109    35    80    25    94 0.76 -
contig_81532_pilon:2155-1715        -            147 34897at314147        -            212    0.0056   12.5  19.2   3   3    0.0012      0.24    7.2   4.2    69   113    97   140    80   145 0.84 -
contig_28105_pilon:1448-873         -            192 34897at314147        -            212    0.0058   12.4  18.9   1   3   0.00046     0.093    8.5   0.8    19    55    22    58    16    62 0.84 -
contig_28105_pilon:1448-873         -            192 34897at314147        -            212    0.0058   12.4  18.9   2   3     0.034       6.8    2.4   5.6    32   116    63   138    56   140 0.74 -
contig_28105_pilon:1448-873         -            192 34897at314147        -            212    0.0058   12.4  18.9   3   3     0.001       0.2    7.4   9.2    29   117    88   167    78   176 0.87 -
NW_025965039.1_RagTag:270214-269894 -            107 34897at314147        -            212     0.017   10.9   1.5   1   1   0.00014     0.028   10.2   1.5    33   105     1    64     1    77 0.79 -
NW_025965028.1_RagTag:362640-363958 -            372 34897at314147        -            212     0.033   10.0   9.7   1   2   3.4e-05    0.0069   12.2   0.9    67   117   264   313   257   318 0.89 -
NW_025965028.1_RagTag:362640-363958 -            372 34897at314147        -            212     0.033   10.0   9.7   2   2     0.056        11    1.7   2.4    68   112   321   363   316   369 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/34897at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/hmmer_output/initial_run_results/34897at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/34897at314147.hmm /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/initial_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:17:03 2023
# [ok]
