#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   1  11   3.9e-09     8e-08   28.0   2.8   156   210     2    56     1    58 0.94 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   2  11   8.6e-09   1.7e-07   26.9   3.3   157   209    31    83    31    84 0.95 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   3  11   1.3e-08   2.5e-07   26.4   4.7   153   210    55   112    54   114 0.94 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   4  11   4.2e-07   8.5e-06   21.4   0.7   153   188   111   146   108   146 0.94 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   5  11   1.2e-10   2.5e-09   33.0   0.9   153   209   139   195   138   196 0.93 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   6  11     2e-09     4e-08   29.0   2.2   156   210   170   224   168   226 0.94 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   7  11   9.2e-10   1.9e-08   30.1   2.7   153   210   195   252   192   253 0.93 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   8  11   1.1e-09   2.2e-08   29.9   4.8   152   210   222   280   216   282 0.92 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4   9  11   4.4e-08   8.9e-07   24.6   0.9   153   192   251   290   248   292 0.93 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4  10  11   3.6e-11   7.2e-10   34.8   3.9   153   210   279   336   277   338 0.94 -
contig_18340_pilon:996-2162           -            389 20760at314147        -            481   1.1e-54  182.7 102.4  11  11   8.4e-10   1.7e-08   30.3   1.1   153   205   335   387   333   389 0.95 -
contig_52188_pilon:1550-468           -            361 20760at314147        -            481   6.3e-49  163.6  55.5   1   7   1.6e-09   3.2e-08   29.4   1.5   156   210     2    56     1    58 0.95 -
contig_52188_pilon:1550-468           -            361 20760at314147        -            481   6.3e-49  163.6  55.5   2   7   9.7e-11     2e-09   33.4   2.8   153   210    55   112    52   114 0.94 -
contig_52188_pilon:1550-468           -            361 20760at314147        -            481   6.3e-49  163.6  55.5   3   7     7e-10   1.4e-08   30.5   1.9   153   210   111   168   109   170 0.94 -
contig_52188_pilon:1550-468           -            361 20760at314147        -            481   6.3e-49  163.6  55.5   4   7   7.4e-12   1.5e-10   37.0   3.0   153   210   167   224   165   226 0.94 -
