5303	2+1098	0	111156	1	26285at314147_0|contig_26930_pilon|+|670|2.969e-194|1|2|1099|2[2]:1099[1099]:1098[1098]
5413	1309+702	0	70082	1	10836at314147_3|contig_68092_pilon|+|163|1.244e-41|1|1309|2010|1309[1309]:2010[2010]:702[702]
5705	1721-1688	0	67021	-1	22994at314147_1|contig_14756_pilon|-|399|1.127e-112|4|34|1721|1721[1721]:1311[1311]:411[411]|1189[1174]:1091[1091]:99[84]|929[908]:810[810]:120[99]|144[144]:34[34]:111[111]
4892	1243+943	0	44387	1	28056at314147_3|contig_36220_pilon|+|301|3.571e-83|2|1243|2185|1243[1243]:1806[1806]:564[564]|1814[1814]:2185[2185]:372[372]
5250	846850-830	0	1403	-1	32081at314147_2|NW_025965320.1_RagTag|-|275|2.396e-75|2|846021|846850|846850[846850]:846482[846482]:369[369]|846464[846464]:846021[846021]:444[444]
5250	156896-783	0	2034	-1	30942at314147_0|NW_025965320.1_RagTag|-|531|2.069e-152|1|156114|156896|156896[156896]:156114[156114]:783[783]
5250	2167236-1622	0	6733	-1	29187at314147_0|NW_025965320.1_RagTag|-|383|7.384e-108|2|2165615|2167236|2167236[2167236]:2166697[2166697]:540[540]|2165707[2165707]:2165615[2165615]:93[93]
5250	3351704+1933	0	13550	1	29859at314147_2|NW_025965320.1_RagTag|+|458|1.955e-130|3|3351704|3353636|3351704[3351704]:3351991[3351991]:288[288]|3352165[3352165]:3352269[3352269]:105[105]|3353202[3353205]:3353636[3353636]:435[432]
5250	3236866-669	0	27464	-1	32456at314147_8|NW_025965320.1_RagTag|-|452|1.251e-128|1|3236198|3236866|3236866[3236866]:3236198[3236198]:669[669]
5250	1075680-273	0	34755	-1	42868at314147_0|NW_025965320.1_RagTag|-|46|2.067e-06|1|1075408|1075680|1075680[1075680]:1075408[1075408]:273[273]
5250	123983-4043	0	52206	-1	11324at314147_9|NW_025965320.1_RagTag|-|251|4.02e-68|3|119941|123983|123983[123983]:123828[123828]:156[156]|120934[120913]:120779[120779]:156[135]|120087[120087]:119941[119941]:147[147]
5250	846847-45029	0	64564	-1	27865at314147_5|NW_025965320.1_RagTag|-|238|3.293e-64|2|801819|846847|846847[846847]:846506[846506]:342[342]|802316[802277]:801819[801819]:498[459]
5250	17751-234	0	66893	-1	33818at314147_3|NW_025965320.1_RagTag|-|99|2.295e-22|1|17518|17751|17751[17751]:17518[17518]:234[234]
5250	3014408-309	0	68280	-1	40897at314147_1|NW_025965320.1_RagTag|-|209|1.768e-55|1|3014100|3014408|3014408[3014408]:3014100[3014100]:309[309]
5250	792323-450	0	70145	-1	31498at314147_5|NW_025965320.1_RagTag|-|113|1.401e-26|1|791874|792323|792323[792323]:791874[791874]:450[450]
5250	3135880+103117	0	73721	1	39077at314147_4|NW_025965320.1_RagTag|+|50|1.292e-07|2|3135880|3238996|3135880[3135880]:3135963[3135963]:84[84]|3238907[3238907]:3238996[3238996]:90[90]
5250	3122879+781	0	77698	1	38916at314147|NW_025965320.1_RagTag|+|364|3.871e-102|2|3122879|3123659|3122879[3122879]:3123319[3123319]:441[441]|3123528[3123528]:3123659[3123659]:132[132]
5250	373149-386	0	79283	-1	39498at314147_0|NW_025965320.1_RagTag|-|79|2.407e-16|2|372764|373149|373149[373149]:373057[373057]:93[93]|372979[372979]:372764[372764]:216[216]
5250	1613567-147	0	84638	-1	45115at314147_6|NW_025965320.1_RagTag|-|42|3.308e-05|1|1613421|1613567|1613567[1613567]:1613421[1613421]:147[147]
5250	799549-929	0	85761	-1	28006at314147_2|NW_025965320.1_RagTag|-|256|1.256e-69|2|798621|799549|799549[799549]:799064[799064]:486[486]|799058[799058]:798621[798621]:438[438]
5250	2556540+507	0	97784	1	38401at314147_5|NW_025965320.1_RagTag|+|278|2.995e-76|1|2556540|2557046|2556540[2556540]:2557046[2557046]:507[507]
5250	825316-13577	0	98255	-1	27688at314147_5|NW_025965320.1_RagTag|-|310|6.974e-86|2|811740|825316|825316[825316]:824510[824510]:807[807]|811832[811832]:811740[811740]:93[93]
5250	809547-916	0	107303	-1	32081at314147_0|NW_025965320.1_RagTag|-|266|1.227e-72|3|808632|809547|809547[809547]:809428[809428]:120[120]|809400[809400]:808960[808960]:441[441]|808943[808943]:808632[808632]:312[312]
5250	219834+617	0	107718	1	24726at314147_1|NW_025965320.1_RagTag|+|68|4.929e-13|2|219834|220450|219834[219834]:220124[220124]:291[291]|220310[220310]:220450[220450]:141[141]
