5737	997+192	0	39186	1	31183at314147|contig_60399_pilon|+|110|1.111e-25|1|997|1188|997[997]:1188[1188]:192[192]
5801	13849-696	0	20937	-1	31788at314147|NW_025965223.1_RagTag|-|220|8.558e-59|3|13154|13849|13849[13849]:13709[13709]:141[141]|13649[13649]:13614[13614]:36[36]|13612[13612]:13154[13154]:459[459]
5801	300702-1521	0	50153	-1	37532at314147|NW_025965223.1_RagTag|-|574|2.332e-165|2|299182|300702|300702[300702]:300478[300478]:225[225]|300024[300021]:299182[299182]:843[840]
5801	193577-627	0	51344	-1	19711at314147|NW_025965223.1_RagTag|-|83|1.491e-17|1|192951|193577|193577[193577]:192951[192951]:627[627]
5801	150060-91127	0	72057	-1	43144at314147|NW_025965223.1_RagTag|-|49|2.561e-07|2|58934|150060|150060[150060]:149845[149845]:216[216]|59065[59065]:58934[58934]:132[132]
5801	142410-919	0	82366	-1	28565at314147|NW_025965223.1_RagTag|-|278|2.969e-76|2|141492|142410|142410[142410]:141637[141637]:774[774]|141611[141611]:141492[141492]:120[120]
5801	176334-2166	0	104108	-1	9686at314147|NW_025965223.1_RagTag|-|1379|0|1|174169|176334|176334[176334]:174169[174169]:2166[2166]
5801	431843-1008	0	104727	-1	18418at314147|NW_025965223.1_RagTag|-|218|3.423e-58|1|430836|431843|431843[431843]:430836[430836]:1008[1008]
5802	567461-153	0	41606	-1	45115at314147|NW_025965261.1_RagTag|-|40|0.0001311|1|567309|567461|567461[567461]:567309[567309]:153[153]
5803	255913-903	0	10572	-1	25633at314147|NW_025965296.1_RagTag|-|367|4.797e-103|1|255011|255913|255913[255913]:255011[255011]:903[903]
5803	375516-7169	0	44232	-1	26073at314147|NW_025965296.1_RagTag|-|189|1.838e-49|2|368348|375516|375516[375516]:375094[375094]:423[423]|368788[368773]:368348[368348]:441[426]
5804	92475-768	0	27957	-1	32971at314147|NW_025965331.1_RagTag|-|270|7.601e-74|2|91708|92475|92475[92475]:92050[92050]:426[426]|92043[92043]:91708[91708]:336[336]
5804	94459+2989	0	33172	1	31025at314147|NW_025965331.1_RagTag|+|378|2.342e-106|2|94459|97447|94459[94459]:95280[95280]:822[822]|97370[97370]:97447[97447]:78[78]
5804	109567+8008	0	73503	1	27492at314147|NW_025965331.1_RagTag|+|332|1.648e-92|6|109567|117574|109567[109567]:109686[109686]:120[120]|109692[109692]:109754[109754]:63[63]|116906[116906]:116959[116959]:54[54]|116964[116964]:117053[117053]:90[90]|117058[117058]:117267[117267]:210[210]|117272[117272]:117574[117574]:303[303]
5804	96699+573	0	107180	1	29342at314147|NW_025965331.1_RagTag|+|92|2.912e-20|1|96699|97271|96699[96699]:97271[97271]:573[573]
686	1555-255	0	53183	-1	35554at314147|contig_46995_pilon|-|58|5.003e-10|1|1301|1555|1555[1555]:1301[1301]:255[255]
5989	326590-1503	0	23333	-1	29422at314147|NW_025965039.1_RagTag|-|148|4.041e-37|3|325088|326590|326590[326590]:326405[326405]:186[186]|325874[325874]:325728[325728]:147[147]|325204[325189]:325088[325088]:117[102]
5989	224722+1263	0	50474	1	40661at314147|NW_025965039.1_RagTag|+|175|3.011e-45|2|224722|225984|224722[224722]:224943[224943]:222[222]|225901[225901]:225984[225984]:84[84]
5989	272564-591	0	50898	-1	24492at314147|NW_025965039.1_RagTag|-|150|1.01e-37|1|271974|272564|272564[272564]:271974[271974]:591[591]
5989	346854-385	0	52650	-1	34555at314147|NW_025965039.1_RagTag|-|180|9.409e-47|2|346470|346854|346854[346854]:346717[346717]:138[138]|346634[346634]:346470[346470]:165[165]
5989	245820-1674	0	54719	-1	27081at314147|NW_025965039.1_RagTag|-|73|1.527e-14|3|244147|245820|245820[245820]:245599[245599]:222[222]|245016[245016]:244861[244861]:156[156]|244236[244236]:244147[244147]:90[90]
5989	319830+657	0	70607	1	42348at314147|NW_025965039.1_RagTag|+|82|2.982e-17|2|319830|320486|319830[319830]:319970[319970]:141[141]|320391[320391]:320486[320486]:96[96]
5989	62406+2638	0	74088	1	34348at314147|NW_025965039.1_RagTag|+|571|1.866e-164|4|62406|65043|62406[62406]:62567[62567]:162[162]|62738[62738]:62887[62887]:150[150]|64212[64212]:64418[64418]:207[207]|64516[64522]:65043[65043]:528[522]
