#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965075.1_RagTag:19329-24571    -            378 30143at314147        -            238   2.4e-08   30.0   1.1   1   2       1.3   3.8e+02   -3.3   0.2    95   116    58    80    47    86 0.70 -
NW_025965075.1_RagTag:19329-24571    -            378 30143at314147        -            238   2.4e-08   30.0   1.1   2   2   1.3e-10   3.6e-08   29.5   0.0   175   228   295   350   282   362 0.80 -
contig_5411_pilon:437-201            -             79 30143at314147        -            238   7.9e-07   25.1   0.1   1   1   3.1e-09   8.7e-07   25.0   0.1   174   235     3    65     1    68 0.78 -
NW_025965308.1_RagTag:1044641-945532 -             70 30143at314147        -            238   2.2e-05   20.4   0.3   1   1   8.8e-08   2.5e-05   20.2   0.3   202   232     6    39     2    52 0.84 -
contig_83093_pilon:417-680           -             88 30143at314147        -            238   4.9e-05   19.2   0.1   1   1   1.8e-07   4.9e-05   19.2   0.1   200   232    36    71     4    79 0.75 -
NW_025965314.1_RagTag:669681-667945  -            579 30143at314147        -            238   9.6e-05   18.3   0.1   1   3         2   5.7e+02   -3.9   5.0    70    93   189   212   157   219 0.68 -
NW_025965314.1_RagTag:669681-667945  -            579 30143at314147        -            238   9.6e-05   18.3   0.1   2   3       2.3   6.6e+02   -4.1   5.5    70    94   189   213   180   245 0.74 -
NW_025965314.1_RagTag:669681-667945  -            579 30143at314147        -            238   9.6e-05   18.3   0.1   3   3   3.4e-07   9.6e-05   18.3   0.1   181   233   512   565   496   569 0.74 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/30143at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/30143at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/30143at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:11 2023
# [ok]
