#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965314.1_RagTag:1505831-1506974 -            342 32285at314147        -            212   9.4e-22   74.2   4.0   1   4   6.6e-05     0.019   11.1   0.0    86   107    20    41     9    47 0.82 -
NW_025965314.1_RagTag:1505831-1506974 -            342 32285at314147        -            212   9.4e-22   74.2   4.0   2   4   1.4e-09   3.9e-07   26.4   0.0    25   147    51   168    46   171 0.90 -
NW_025965314.1_RagTag:1505831-1506974 -            342 32285at314147        -            212   9.4e-22   74.2   4.0   3   4   5.6e-11   1.6e-08   31.0   0.1    37   142   149   258   149   262 0.87 -
NW_025965314.1_RagTag:1505831-1506974 -            342 32285at314147        -            212   9.4e-22   74.2   4.0   4   4   1.3e-06   0.00036   16.7   0.1    85   161   263   337   257   342 0.87 -
NW_025965175.1_RagTag:939250-940536   -            429 32285at314147        -            212   4.2e-05   19.8   0.0   1   1   2.3e-07   6.4e-05   19.2   0.0    10    64    32    85    23    97 0.86 -
NW_025965321.1_RagTag:4409944-4409729 -             72 32285at314147        -            212   0.00035   16.8   0.0   1   1   1.3e-06   0.00037   16.7   0.0     7    65    11    68     5    71 0.86 -
NW_025965172.1_RagTag:1495386-1494922 -            155 32285at314147        -            212   0.00061   16.0   0.2   1   1   3.6e-06     0.001   15.3   0.2    84   169     3    88     1   139 0.67 -
NW_025965319.1_RagTag:1173749-1173339 -            133 32285at314147        -            212     0.013   11.6   0.0   1   1   6.7e-05     0.019   11.1   0.0    18    68    14    67     6    99 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/32285at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/32285at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/32285at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:14 2023
# [ok]
