#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965028.1_RagTag:60583-61173     -            197 2833at314147         -           1134   5.6e-13   43.6   1.9   1   1     5e-15   7.9e-13   43.2   1.9    19   142    58   182    47   187 0.78 -
NW_025965287.1_RagTag:858012-856924   -            363 2833at314147         -           1134   2.2e-12   41.7  17.8   1   2   1.4e-11   2.1e-09   31.8   9.1   117   274   112   277    98   284 0.83 -
NW_025965287.1_RagTag:858012-856924   -            363 2833at314147         -           1134   2.2e-12   41.7  17.8   2   2   6.3e-07   9.9e-05   16.3   3.5    79   163   264   353   260   361 0.82 -
contig_74745_pilon:285-1611           -            442 2833at314147         -           1134   4.2e-10   34.1  11.3   1   2     5e-08   7.9e-06   20.0   1.4    85   149    41   103    32   121 0.81 -
contig_74745_pilon:285-1611           -            442 2833at314147         -           1134   4.2e-10   34.1  11.3   2   2   1.5e-07   2.3e-05   18.5   3.6   197   294   126   227   111   237 0.76 -
NW_025965324.1_RagTag:3938788-3938228 -            187 2833at314147         -           1134   1.9e-08   28.7   0.2   1   1   1.4e-10   2.2e-08   28.4   0.2    79   179    54   158     7   164 0.81 -
NW_025965212.1_RagTag:54347-134521    -            192 2833at314147         -           1134   5.6e-08   27.1   3.8   1   1   4.5e-10     7e-08   26.8   3.8    89   235    18   173    14   182 0.81 -
NW_025965140.1_RagTag:200150-201109   -            320 2833at314147         -           1134   9.4e-08   26.4   4.0   1   2   1.7e-08   2.7e-06   21.5   2.0    38   172    67   208    60   216 0.70 -
NW_025965140.1_RagTag:200150-201109   -            320 2833at314147         -           1134   9.4e-08   26.4   4.0   2   2     0.001      0.16    5.7   0.1    85   181   195   293   187   304 0.69 -
NW_025965287.1_RagTag:860152-859613   -            180 2833at314147         -           1134   6.2e-07   23.6   2.2   1   1   9.1e-09   1.4e-06   22.4   2.2    88   182    46   143    38   179 0.76 -
NW_025965301.1_RagTag:575267-573763   -            499 2833at314147         -           1134   7.3e-05   16.8   0.7   1   1   6.6e-07    0.0001   16.3   0.7   238   345    55   169    32   186 0.65 -
NW_025965319.1_RagTag:988433-986536   -            511 2833at314147         -           1134   0.00057   13.8   0.8   1   1     5e-06   0.00078   13.4   0.8   100   323   104   195    77   238 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/2833at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/2833at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/2833at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:15 2023
# [ok]
