#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965008.1_RagTag:49497-49051   -            149 34993at314147        -            226   2.7e-12   43.4   2.9   1   2      0.01       2.9    4.1   1.8    28    76    17    64     3    77 0.75 -
NW_025965008.1_RagTag:49497-49051   -            149 34993at314147        -            226   2.7e-12   43.4   2.9   2   2   1.8e-13   5.1e-11   39.2   0.0     7    77    77   147    71   149 0.94 -
contig_2414_pilon:35-510            -            149 34993at314147        -            226   4.9e-11   39.3   4.7   1   2   2.9e-06   0.00081   15.7   2.3    13    84     9    80     3    81 0.87 -
contig_2414_pilon:35-510            -            149 34993at314147        -            226   4.9e-11   39.3   4.7   2   2   1.8e-09     5e-07   26.2   0.1     8    76    79   147    72   149 0.93 -
contig_57778_pilon:1142-648         -            165 34993at314147        -            226   1.5e-10   37.7   5.0   1   2   4.9e-06    0.0014   14.9   2.3    12    75    17    80     8    95 0.79 -
contig_57778_pilon:1142-648         -            165 34993at314147        -            226   1.5e-10   37.7   5.0   2   2     8e-09   2.2e-06   24.0   0.1     8    75    97   164    90   165 0.93 -
NW_025965291.1_RagTag:434657-434169 -            163 34993at314147        -            226   5.1e-10   35.9   7.1   1   2     9e-06    0.0025   14.1   2.7    13    89    16    90     6    94 0.78 -
NW_025965291.1_RagTag:434657-434169 -            163 34993at314147        -            226   5.1e-10   35.9   7.1   2   2   4.7e-09   1.3e-06   24.8   0.3     7    75    94   162    88   163 0.92 -
NW_025965076.1_RagTag:4327-4815     -            163 34993at314147        -            226   1.4e-08   31.3   0.8   1   2     3e-07   8.6e-05   18.9   1.5     9    78    14    83     8    95 0.84 -
NW_025965076.1_RagTag:4327-4815     -            163 34993at314147        -            226   1.4e-08   31.3   0.8   2   2   0.00013     0.038   10.2   0.0     8    68    97   157    90   162 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/34993at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/34993at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/34993at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:11 2023
# [ok]
