#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_57778_pilon:1142-648         -            165 19548at314147        -            416     3e-20   68.8  11.1   1   2   4.7e-07   0.00013   17.3   1.0   172   245     5    80     2    82 0.92 -
contig_57778_pilon:1142-648         -            165 19548at314147        -            416     3e-20   68.8  11.1   2   2   4.7e-19   1.3e-16   56.8   3.3   164   246    83   165    79   165 0.98 -
NW_025965291.1_RagTag:434657-434169 -            163 19548at314147        -            416   1.7e-18   63.0  10.4   1   2   4.8e-07   0.00014   17.2   0.5   172   245     3    78     1    80 0.89 -
NW_025965291.1_RagTag:434657-434169 -            163 19548at314147        -            416   1.7e-18   63.0  10.4   2   2   4.4e-17   1.2e-14   50.3   3.9   164   246    81   163    78   163 0.98 -
contig_2414_pilon:35-510            -            149 19548at314147        -            416   4.8e-18   61.5  10.4   1   2   0.00013     0.036    9.2   0.6   178   238     2    64     1    68 0.88 -
contig_2414_pilon:35-510            -            149 19548at314147        -            416   4.8e-18   61.5  10.4   2   2   2.4e-19   6.8e-17   57.7   8.4   151   247    47   148    43   149 0.90 -
NW_025965008.1_RagTag:49497-49051   -            149 19548at314147        -            416   4.6e-15   51.7   5.4   1   2     0.024       6.8    1.7   0.1   178   207     2    32     1    63 0.66 -
NW_025965008.1_RagTag:49497-49051   -            149 19548at314147        -            416   4.6e-15   51.7   5.4   2   2   5.1e-17   1.4e-14   50.1   4.0   159   247    59   147    35   148 0.85 -
NW_025965076.1_RagTag:4327-4815     -            163 19548at314147        -            416   8.2e-14   47.6   6.7   1   2   1.5e-06   0.00041   15.6   0.6   172   245     5    80     2    83 0.92 -
NW_025965076.1_RagTag:4327-4815     -            163 19548at314147        -            416   8.2e-14   47.6   6.7   2   2   1.2e-12   3.2e-10   35.7   0.8   165   244    84   163    80   163 0.94 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/19548at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/19548at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/19548at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:18 2023
# [ok]
