#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965192.1_RagTag:233-38367   -            290 26128at314147        -            259   2.8e-49  163.8   0.3   1   1   4.3e-51   5.4e-49  162.8   0.3    23   251    36   280    19   285 0.82 -
NW_025965192.1_RagTag:37779-36191 -            262 26128at314147        -            259   6.1e-43  143.0   0.2   1   1   1.4e-44   1.8e-42  141.5   0.2     2   251     1   254     1   259 0.87 -
NW_025965054.1_RagTag:53276-40908 -            274 26128at314147        -            259   2.2e-42  141.2   0.0   1   1   2.2e-44   2.8e-42  140.9   0.0     2   251    22   270    21   273 0.90 -
contig_60519_pilon:1109-2219      -            175 26128at314147        -            259   4.2e-38  127.1   0.0   1   1   3.7e-40   4.7e-38  127.0   0.0    76   251     2   175     1   175 0.94 -
contig_24890_pilon:2291-1574      -            179 26128at314147        -            259   9.7e-37  122.7   0.1   1   1   8.9e-39   1.1e-36  122.5   0.1     2   167     2   179     1   179 0.85 -
NW_025965192.1_RagTag:40965-42809 -            167 26128at314147        -            259   2.1e-31  105.2   0.1   1   1   1.7e-33   2.1e-31  105.2   0.1    77   216     2   140     1   167 0.87 -
NW_025965171.1_RagTag:26868-25713 -            204 26128at314147        -            259   3.4e-29   97.9   0.1   1   1   3.1e-31   3.9e-29   97.8   0.1    70   232    42   204    21   204 0.93 -
NW_025965054.1_RagTag:38469-39240 -            154 26128at314147        -            259   4.6e-26   87.7   1.9   1   1   6.2e-27   7.8e-25   83.7   1.9     2   166     2   154     1   154 0.86 -
contig_46995_pilon:1525-1271      -             85 26128at314147        -            259   1.1e-14   50.4   0.0   1   1   9.7e-17   1.2e-14   50.2   0.0   185   251     2    68     1    74 0.96 -
NW_025965163.1_RagTag:98191-97961 -             77 26128at314147        -            259   6.4e-14   47.9   0.0   1   1   5.6e-16   7.1e-14   47.7   0.0   186   252     2    68     1    73 0.96 -
contig_7776_pilon:1857-2198       -            114 26128at314147        -            259   0.00014   17.3   0.0   1   1   1.1e-06   0.00014   17.3   0.0   181   215    30    64     2   108 0.66 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/26128at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/26128at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/26128at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:30:04 2023
# [ok]
