#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965028.1_RagTag:53393-54202   -            270 23719at314147        -            310   2.2e-14   49.7  12.3   1   2   1.4e-09   3.8e-07   25.9   5.0    79   165    50   140    12   148 0.84 -
NW_025965028.1_RagTag:53393-54202   -            270 23719at314147        -            310   2.2e-14   49.7  12.3   2   2   2.4e-10   6.7e-08   28.4   1.1    90   158   153   222   139   246 0.87 -
NW_025965287.1_RagTag:800819-799737 -            361 23719at314147        -            310   1.2e-09   34.2  13.3   1   3   4.5e-08   1.3e-05   20.9   4.0    65   172   111   227    96   227 0.84 -
NW_025965287.1_RagTag:800819-799737 -            361 23719at314147        -            310   1.2e-09   34.2  13.3   2   3   5.2e-09   1.4e-06   24.0   1.7    93   184   192   286   189   291 0.88 -
NW_025965287.1_RagTag:800819-799737 -            361 23719at314147        -            310   1.2e-09   34.2  13.3   3   3   1.9e-05    0.0052   12.4   1.0    92   182   263   356   259   360 0.81 -
NW_025965140.1_RagTag:194211-195170 -            320 23719at314147        -            310   9.7e-06   21.3   3.6   1   3   0.00041      0.11    8.0   0.1   131   170   106   145    64   151 0.49 -
NW_025965140.1_RagTag:194211-195170 -            320 23719at314147        -            310   9.7e-06   21.3   3.6   2   3   0.00029      0.08    8.4   0.1    96   153   192   249   167   281 0.77 -
NW_025965140.1_RagTag:194211-195170 -            320 23719at314147        -            310   9.7e-06   21.3   3.6   3   3     0.004       1.1    4.7   0.0    79   124   268   316   257   319 0.73 -
contig_74745_pilon:421-837          -            139 23719at314147        -            310   0.00016   17.3   1.9   1   2   3.3e-05    0.0093   11.5   0.2    89   114    30    55     9    73 0.74 -
contig_74745_pilon:421-837          -            139 23719at314147        -            310   0.00016   17.3   1.9   2   2    0.0055       1.5    4.2   0.1    91   113   100   122    83   138 0.63 -
NW_025965287.1_RagTag:802910-802371 -            180 23719at314147        -            310   0.00046   15.8   0.6   1   2   1.7e-05    0.0047   12.5   0.3    99   173    43   121    38   130 0.77 -
NW_025965287.1_RagTag:802910-802371 -            180 23719at314147        -            310   0.00046   15.8   0.6   2   2     0.014       3.8    3.0   0.1   122   155   115   150   110   156 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/23719at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/23719at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/23719at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:30:00 2023
# [ok]
