#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965028.1_RagTag:53393-54202   -            270 35262at314147        -            232   9.1e-22   73.9   7.5   1   2   5.2e-16     8e-14   47.9   1.3    56   171    32   148    21   150 0.89 -
NW_025965028.1_RagTag:53393-54202   -            270 35262at314147        -            232   9.1e-22   73.9   7.5   2   2   7.8e-12   1.2e-09   34.2   1.3    23   112   137   224   137   239 0.92 -
NW_025965287.1_RagTag:800819-799737 -            361 35262at314147        -            232   1.6e-10   37.0  12.9   1   2   8.9e-08   1.4e-05   20.9   2.8    41   152   119   232   100   238 0.80 -
NW_025965287.1_RagTag:800819-799737 -            361 35262at314147        -            232   1.6e-10   37.0  12.9   2   2   1.3e-08   2.1e-06   23.6   2.5    26   152   223   352   218   360 0.77 -
NW_025965304.1_RagTag:298541-234380 -            569 35262at314147        -            232   2.1e-08   30.1  17.7   1   5   0.00057     0.088    8.5   0.2   103   150    32    77    13    79 0.82 -
NW_025965304.1_RagTag:298541-234380 -            569 35262at314147        -            232   2.1e-08   30.1  17.7   2   5   1.4e-05    0.0021   13.8   0.9    42    82    63   105    60   174 0.85 -
NW_025965304.1_RagTag:298541-234380 -            569 35262at314147        -            232   2.1e-08   30.1  17.7   3   5       1.3     2e+02   -2.5   0.0    65    77   285   297   260   303 0.82 -
NW_025965304.1_RagTag:298541-234380 -            569 35262at314147        -            232   2.1e-08   30.1  17.7   4   5   2.1e-06   0.00032   16.5   6.1    22   177   314   474   294   479 0.81 -
NW_025965304.1_RagTag:298541-234380 -            569 35262at314147        -            232   2.1e-08   30.1  17.7   5   5    0.0004     0.061    9.0   2.4    61   134   404   477   399   510 0.80 -
NW_025965140.1_RagTag:194211-195170 -            320 35262at314147        -            232   8.7e-08   28.1   0.1   1   2   1.4e-08   2.2e-06   23.6   0.0    24   102    68   150    59   157 0.87 -
NW_025965140.1_RagTag:194211-195170 -            320 35262at314147        -            232   8.7e-08   28.1   0.1   2   2     0.044       6.7    2.3   0.0    36   122   183   268   162   316 0.65 -
NW_025965287.1_RagTag:802910-802371 -            180 35262at314147        -            232   2.7e-07   26.5   0.8   1   1   4.5e-09     7e-07   25.2   0.8    40   152    59   173    40   178 0.48 -
contig_74745_pilon:421-837          -            139 35262at314147        -            232   2.7e-07   26.5   9.0   1   1   2.7e-08   4.2e-06   22.6   9.0    43   167    12   134     2   139 0.82 -
NW_025965301.1_RagTag:529721-528217 -            499 35262at314147        -            232   1.7e-06   23.9   1.5   1   1   1.9e-08     3e-06   23.1   1.5    33   175    46   194    32   218 0.84 -
NW_025965319.1_RagTag:936680-934538 -            651 35262at314147        -            232   8.7e-06   21.6   1.8   1   2    0.0056      0.87    5.2   0.1    39    94   152   209   125   212 0.77 -
NW_025965319.1_RagTag:936680-934538 -            651 35262at314147        -            232   8.7e-06   21.6   1.8   2   2   1.5e-06   0.00023   16.9   0.2    41   157   202   322   196   335 0.81 -
NW_025965426.1_RagTag:57536-57763   -             76 35262at314147        -            232    0.0092   11.7   0.0   1   1   6.2e-05    0.0096   11.6   0.0   111   145    34    68    16    73 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/35262at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/35262at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/35262at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:29:57 2023
# [ok]
