#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_34309_pilon:592-2          -            197 9893at314147         -            712   6.3e-14   47.3   0.0   1   1   4.1e-16   7.2e-14   47.1   0.0    14   175     7   192     2   197 0.77 -
NW_025965099.1_RagTag:14363-15274 -            304 9893at314147         -            712   4.3e-11   37.9   0.1   1   1   3.2e-13   5.6e-11   37.6   0.1     5   188    21   224    17   243 0.72 -
NW_025965499.1_RagTag:3791-2706   -            362 9893at314147         -            712     9e-10   33.6   0.0   1   1   6.9e-12   1.2e-09   33.2   0.0     4   189    10   215     6   236 0.75 -
contig_37224_pilon:1693-2424      -            244 9893at314147         -            712     1e-07   26.8   0.0   1   1   7.4e-10   1.3e-07   26.5   0.0    17   147     1   146     1   162 0.80 -
NW_025965401.1_RagTag:63455-65494 -            216 9893at314147         -            712   8.1e-06   20.5   0.0   1   1   6.9e-08   1.2e-05   19.9   0.0   163   201   103   141    95   162 0.86 -
contig_34501_pilon:2271-1573      -            233 9893at314147         -            712   0.00024   15.7   0.0   1   1   1.6e-06   0.00028   15.4   0.0   120   207    46   145     7   164 0.76 -
contig_31429_pilon:272-1088       -            267 9893at314147         -            712   0.00031   15.3   0.0   1   1     2e-06   0.00035   15.1   0.0    20   180     2   174     1   241 0.66 -
NW_025965279.1_RagTag:78582-79082 -            167 9893at314147         -            712   0.00042   14.8   0.0   1   1   2.8e-06   0.00049   14.6   0.0   109   188    14   103     5   164 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/9893at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/9893at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/9893at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:29:52 2023
# [ok]
