#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965192.1_RagTag:37779-36191 -            262 28900at314147        -            298     5e-28   94.3   0.1   1   1   6.2e-30   9.5e-28   93.4   0.1    10   242     2   260     1   262 0.77 -
NW_025965054.1_RagTag:53276-40908 -            274 28900at314147        -            298   6.2e-23   77.6   0.1   1   1     9e-25   1.4e-22   76.4   0.1     9   240    22   274    15   274 0.74 -
NW_025965192.1_RagTag:233-38367   -            290 28900at314147        -            298   2.6e-22   75.6   0.0   1   1   4.3e-24   6.7e-22   74.2   0.0    22   242    31   286    14   289 0.72 -
contig_60519_pilon:1109-2219      -            175 28900at314147        -            298   7.9e-20   67.4   0.1   1   1   5.8e-22   8.9e-20   67.2   0.1    82   236     3   175     1   175 0.75 -
contig_46995_pilon:1525-1271      -             85 28900at314147        -            298   3.7e-15   52.1   0.0   1   1   2.7e-17   4.1e-15   51.9   0.0   177   243     3    75     1    82 0.86 -
contig_24890_pilon:2291-1574      -            179 28900at314147        -            298   1.2e-11   40.5   0.1   1   1   1.4e-13   2.2e-11   39.6   0.1    11   157     4   172     1   175 0.75 -
NW_025965163.1_RagTag:98191-97961 -             77 28900at314147        -            298   6.2e-09   31.6   0.0   1   1   4.3e-11   6.7e-09   31.5   0.0   177   244     2    75     1    77 0.85 -
NW_025965192.1_RagTag:40965-42809 -            167 28900at314147        -            298   8.6e-08   27.9   0.1   1   1   7.6e-10   1.2e-07   27.4   0.1    83   229     3   167     2   167 0.74 -
NW_025965171.1_RagTag:26868-25713 -            204 28900at314147        -            298   5.2e-07   25.3   0.0   1   1   3.9e-09     6e-07   25.1   0.0    99   216    67   203    42   204 0.65 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28900at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/28900at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28900at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:29:48 2023
# [ok]
