#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965099.1_RagTag:14363-15274   -            304 8168at314147         -            640   9.1e-22   73.5   0.1   1   1   1.4e-23   1.1e-21   73.3   0.1    16   208    29   225    23   270 0.84 -
NW_025965499.1_RagTag:3791-2706     -            362 8168at314147         -            640   1.4e-21   72.9   0.1   1   1   3.6e-23   2.8e-21   71.9   0.1    14   207    17   214     9   227 0.83 -
contig_37224_pilon:1693-2424        -            244 8168at314147         -            640   4.8e-20   67.9   0.0   1   1   6.8e-22   5.2e-20   67.7   0.0    20   257     5   244     1   244 0.84 -
NW_025965233.1_RagTag:114859-113462 -            466 8168at314147         -            640   9.7e-18   60.2   0.0   1   1   1.6e-19   1.3e-17   59.9   0.0    14   256     7   250     3   266 0.80 -
contig_34309_pilon:592-2            -            197 8168at314147         -            640   9.5e-17   57.0   0.0   1   1   1.5e-18   1.1e-16   56.7   0.0    15   197     9   195     4   197 0.84 -
NW_025965222.1_RagTag:185086-183102 -            116 8168at314147         -            640   5.4e-16   54.5   0.0   1   1     8e-18   6.2e-16   54.3   0.0   171   267     2    98     1   105 0.91 -
NW_025965352.1_RagTag:102445-103867 -            274 8168at314147         -            640   6.2e-16   54.3   0.0   1   1   2.4e-17   1.9e-15   52.7   0.0    45   215    80   268    57   273 0.76 -
NW_025965548.1_RagTag:8433-2018     -            436 8168at314147         -            640   4.1e-14   48.3   0.1   1   1   1.7e-15   1.3e-13   46.6   0.1    45   160   247   374   240   435 0.79 -
contig_66008_pilon:1779-2636        -            286 8168at314147         -            640   8.9e-14   47.2   0.0   1   1   1.5e-15   1.2e-13   46.8   0.0    42   208    13   182     2   193 0.84 -
NW_025965287.1_RagTag:72767-73151   -             93 8168at314147         -            640   3.6e-13   45.2   0.0   1   1   4.9e-15   3.7e-13   45.1   0.0   171   262     6    91     1    93 0.89 -
NW_025965066.1_RagTag:84022-85665   -            205 8168at314147         -            640   3.8e-13   45.1   0.5   1   2       2.9   2.2e+02   -3.7   0.0    18    32    21    35    17    41 0.81 -
NW_025965066.1_RagTag:84022-85665   -            205 8168at314147         -            640   3.8e-13   45.1   0.5   2   2   6.6e-15   5.1e-13   44.6   0.2   106   219    89   193    65   201 0.86 -
contig_31429_pilon:272-1088         -            267 8168at314147         -            640   1.6e-12   43.0   0.0   1   1   2.4e-14   1.9e-12   42.8   0.0    21   208     4   183     1   226 0.87 -
contig_34501_pilon:2271-1573        -            233 8168at314147         -            640   6.6e-12   41.0   0.0   1   1   1.1e-13   8.1e-12   40.7   0.0   113   208    33   127    26   165 0.84 -
NW_025965279.1_RagTag:78582-79082   -            167 8168at314147         -            640   1.2e-11   40.1   0.0   1   1     2e-13   1.5e-11   39.8   0.0   116   208    15   105     3   115 0.86 -
NW_025965313.1_RagTag:82152-83619   -            201 8168at314147         -            640   6.4e-07   24.5   0.0   1   2     1e-07   8.1e-06   20.9   0.0   114   178    76   136    63   143 0.80 -
NW_025965313.1_RagTag:82152-83619   -            201 8168at314147         -            640   6.4e-07   24.5   0.0   2   2      0.07       5.4    1.6   0.0   184   201   167   184   156   199 0.80 -
NW_025965401.1_RagTag:63455-65494   -            216 8168at314147         -            640   1.8e-05   19.7   0.0   1   1     3e-07   2.3e-05   19.4   0.0   115   215    28   136     7   141 0.73 -
NW_025965334.1_RagTag:171576-171430 -             49 8168at314147         -            640   1.8e-05   19.7   0.3   1   1   2.3e-07   1.8e-05   19.7   0.3   171   206     5    41     2    49 0.86 -
NW_025965240.1_RagTag:95899-92013   -            305 8168at314147         -            640     0.016    9.9   0.4   1   1   0.00029     0.022    9.5   0.4    52   135   227   305   221   305 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/8168at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/hmmer_output/rerun_results/8168at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/8168at314147.hmm /home/bgerda/guppy_SUP/busco_results_racon/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:29:49 2023
# [ok]
