#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965291.1_RagTag:433679-433191 -            163 1223at314147         -           2102   2.8e-09   31.1   2.4   1   2   6.3e-05     0.015    8.8   0.2   911   966    10    67     2    78 0.83 -
NW_025965291.1_RagTag:433679-433191 -            163 1223at314147         -           2102   2.8e-09   31.1   2.4   2   2   4.1e-09   9.6e-07   22.7   0.2   900   972    85   157    73   163 0.89 -
contig_57778_pilon:1141-647         -            165 1223at314147         -           2102   1.5e-07   25.4   0.9   1   2   0.00026      0.06    6.8   0.2   911   966    12    69     4    84 0.84 -
contig_57778_pilon:1141-647         -            165 1223at314147         -           2102   1.5e-07   25.4   0.9   2   2   1.2e-07   2.8e-05   17.8   0.0   909   972    96   159    74   165 0.88 -
contig_2414_pilon:97-509            -            128 1223at314147         -           2102   1.8e-06   21.8   0.8   1   1   1.3e-08     3e-06   21.0   0.8   899   972    46   120    14   126 0.78 -
NW_025965008.1_RagTag:49421-49086   -            112 1223at314147         -           2102   3.9e-05   17.4   0.1   1   1   1.7e-07   4.1e-05   17.3   0.1   903   970    41   108     7   111 0.84 -
contig_2414_pilon:312-500           -             63 1223at314147         -           2102     9e-05   16.1   0.0   1   1   4.2e-07   9.9e-05   16.0   0.0   916   972     2    58     1    62 0.95 -
NW_025965076.1_RagTag:4324-4812     -            163 1223at314147         -           2102   0.00025   14.7   0.1   1   2   0.00028     0.065    6.7   0.5   911   966    12    69     4    93 0.81 -
NW_025965076.1_RagTag:4324-4812     -            163 1223at314147         -           2102   0.00025   14.7   0.1   2   2   0.00036     0.084    6.3   0.0   909   969    96   156    75   161 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/1223at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/hmmer_output/rerun_results/1223at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/1223at314147.hmm /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:47:52 2023
# [ok]
