#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965075.1_RagTag:21988-27231    -            378 30143at314147        -            238   2.4e-08   30.0   1.1   1   2       1.3   3.8e+02   -3.3   0.2    95   116    58    80    47    86 0.70 -
NW_025965075.1_RagTag:21988-27231    -            378 30143at314147        -            238   2.4e-08   30.0   1.1   2   2   1.3e-10   3.6e-08   29.5   0.0   175   228   295   350   282   362 0.80 -
NW_025965040.1_RagTag:266331-266095  -             79 30143at314147        -            238   1.3e-06   24.4   0.1   1   1   4.7e-09   1.3e-06   24.3   0.1   174   232     3    62     1    71 0.79 -
NW_025965308.1_RagTag:1030891-931706 -             70 30143at314147        -            238   2.2e-05   20.4   0.3   1   1   8.8e-08   2.5e-05   20.2   0.3   202   232     6    39     2    52 0.84 -
NW_025965040.1_RagTag:265376-265137  -             80 30143at314147        -            238   3.8e-05   19.6   0.0   1   1   1.3e-07   3.8e-05   19.6   0.0   200   232    36    71     4    77 0.74 -
NW_025965314.1_RagTag:669224-667483  -            536 30143at314147        -            238   5.8e-05   19.0   0.0   1   3      0.43   1.2e+02   -1.7   0.2   174   194   169   189   160   196 0.83 -
NW_025965314.1_RagTag:669224-667483  -            536 30143at314147        -            238   5.8e-05   19.0   0.0   2   3       2.4   6.8e+02   -4.2   5.7    70    94   189   213   179   245 0.74 -
NW_025965314.1_RagTag:669224-667483  -            536 30143at314147        -            238   5.8e-05   19.0   0.0   3   3   2.1e-07   5.8e-05   19.0   0.0   180   233   468   522   356   526 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/30143at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/hmmer_output/rerun_results/30143at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/30143at314147.hmm /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:47:46 2023
# [ok]
