#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965075.1_RagTag:21988-27231    -            378 15091at314147        -            575    1e-178  592.2  32.3   1   3   2.8e-41   6.7e-39  130.5  14.2   216   299     2    93     1    95 0.93 -
NW_025965075.1_RagTag:21988-27231    -            378 15091at314147        -            575    1e-178  592.2  32.3   2   3   1.4e-69   3.4e-67  223.9   3.6   331   457    95   219    92   232 0.94 -
NW_025965075.1_RagTag:21988-27231    -            378 15091at314147        -            575    1e-178  592.2  32.3   3   3   3.6e-77   8.4e-75  249.1   0.5   442   575   240   378   227   378 0.87 -
NW_025965314.1_RagTag:669224-667483  -            536 15091at314147        -            575  1.7e-123  409.8  48.1   1   4   5.6e-53   1.3e-50  169.2  21.6    24   207     2   191     1   208 0.74 -
NW_025965314.1_RagTag:669224-667483  -            536 15091at314147        -            575  1.7e-123  409.8  48.1   2   4       0.7   1.7e+02   -2.8   4.4   153   176   191   214   185   260 0.67 -
NW_025965314.1_RagTag:669224-667483  -            536 15091at314147        -            575  1.7e-123  409.8  48.1   3   4   4.4e-43     1e-40  136.5   4.3   320   428   346   454   335   459 0.94 -
NW_025965314.1_RagTag:669224-667483  -            536 15091at314147        -            575  1.7e-123  409.8  48.1   4   4   5.9e-38   1.4e-35  119.6   1.9   489   569   459   535   453   536 0.92 -
NW_025965040.1_RagTag:266331-266095  -             79 15091at314147        -            575   7.9e-37  123.7   1.7   1   1   3.5e-39   8.3e-37  123.6   1.7   490   570     1    77     1    79 0.94 -
NW_025965040.1_RagTag:265376-265137  -             80 15091at314147        -            575   1.9e-32  109.2   2.0   1   1   8.8e-35   2.1e-32  109.1   2.0   489   564     9    80     2    80 0.93 -
NW_025965308.1_RagTag:1030891-931706 -             70 15091at314147        -            575   1.1e-14   50.6   2.5   1   1   5.1e-17   1.2e-14   50.4   2.5   523   568     7    52     2    57 0.94 -
contig_50121_pilon:804-1229          -            142 15091at314147        -            575    0.0069   11.6   1.2   1   1   3.9e-05    0.0092   11.2   1.2   540   569    15    46     4    51 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/15091at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/hmmer_output/rerun_results/15091at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/15091at314147.hmm /home/bgerda/guppy_SUP/busco_results_flye/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 17:47:55 2023
# [ok]
